record_type,analysis_family,surface,group,arm,left_arm,right_arm,condition,query_family,stratum,metric,value_pct,estimate_pp,ci95_lower_pp,ci95_upper_pp,row_count,history_cluster_count,bootstrap_samples,bootstrap_seed,source_file
absolute,matched_eight_arm,A,by_arm_condition_query_family,hybrid_kg_memory_4096,,,pre_update,preference_incongruity,,f1,100.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,hybrid_kg_memory_4096,,,token_distance_4096,preference_change,,exact_match,16.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,hybrid_kg_memory_4096,,,token_distance_4096,preference_change,,f1,27.50,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,hybrid_kg_memory_4096,,,token_distance_4096,preference_incongruity,,exact_match,100.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,hybrid_kg_memory_4096,,,token_distance_4096,preference_incongruity,,f1,100.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,hybrid_kg_memory_4096,,,token_distance_8192,preference_change,,exact_match,8.33,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,hybrid_kg_memory_4096,,,token_distance_8192,preference_change,,f1,11.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,hybrid_kg_memory_4096,,,token_distance_8192,preference_incongruity,,exact_match,91.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,hybrid_kg_memory_4096,,,token_distance_8192,preference_incongruity,,f1,94.44,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_16384,,,delayed_probe,preference_change,,exact_match,0.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_16384,,,delayed_probe,preference_change,,f1,0.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_16384,,,delayed_probe,preference_incongruity,,exact_match,41.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_16384,,,delayed_probe,preference_incongruity,,f1,45.83,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_16384,,,post_update,preference_change,,exact_match,50.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_16384,,,post_update,preference_change,,f1,50.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_16384,,,post_update,preference_incongruity,,exact_match,58.33,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_16384,,,post_update,preference_incongruity,,f1,75.56,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_16384,,,pre_update,preference_change,,exact_match,100.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_16384,,,pre_update,preference_change,,f1,100.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_16384,,,pre_update,preference_incongruity,,exact_match,100.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_16384,,,pre_update,preference_incongruity,,f1,100.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_16384,,,token_distance_4096,preference_change,,exact_match,16.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_16384,,,token_distance_4096,preference_change,,f1,16.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_16384,,,token_distance_4096,preference_incongruity,,exact_match,58.33,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_16384,,,token_distance_4096,preference_incongruity,,f1,75.56,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_16384,,,token_distance_8192,preference_change,,exact_match,8.33,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_16384,,,token_distance_8192,preference_change,,f1,11.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_16384,,,token_distance_8192,preference_incongruity,,exact_match,66.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_16384,,,token_distance_8192,preference_incongruity,,f1,81.11,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_4096,,,delayed_probe,preference_change,,exact_match,0.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_4096,,,delayed_probe,preference_change,,f1,0.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_4096,,,delayed_probe,preference_incongruity,,exact_match,0.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_4096,,,delayed_probe,preference_incongruity,,f1,0.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_4096,,,post_update,preference_change,,exact_match,66.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_4096,,,post_update,preference_change,,f1,70.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_4096,,,post_update,preference_incongruity,,exact_match,66.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_4096,,,post_update,preference_incongruity,,f1,79.17,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_4096,,,pre_update,preference_change,,exact_match,91.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_4096,,,pre_update,preference_change,,f1,91.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_4096,,,pre_update,preference_incongruity,,exact_match,91.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_4096,,,pre_update,preference_incongruity,,f1,91.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_4096,,,token_distance_4096,preference_change,,exact_match,8.33,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_4096,,,token_distance_4096,preference_change,,f1,12.50,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_4096,,,token_distance_4096,preference_incongruity,,exact_match,0.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_4096,,,token_distance_4096,preference_incongruity,,f1,10.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_4096,,,token_distance_8192,preference_change,,exact_match,0.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_4096,,,token_distance_8192,preference_change,,f1,0.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_4096,,,token_distance_8192,preference_incongruity,,exact_match,0.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,sliding_context_4096,,,token_distance_8192,preference_incongruity,,f1,3.33,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_16384,,,delayed_probe,preference_change,,exact_match,0.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_16384,,,delayed_probe,preference_change,,f1,0.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_16384,,,delayed_probe,preference_incongruity,,exact_match,100.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_16384,,,delayed_probe,preference_incongruity,,f1,100.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_16384,,,post_update,preference_change,,exact_match,50.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_16384,,,post_update,preference_change,,f1,50.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_16384,,,post_update,preference_incongruity,,exact_match,58.33,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_16384,,,post_update,preference_incongruity,,f1,75.56,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_16384,,,pre_update,preference_change,,exact_match,100.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_16384,,,pre_update,preference_change,,f1,100.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_16384,,,pre_update,preference_incongruity,,exact_match,100.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_16384,,,pre_update,preference_incongruity,,f1,100.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_16384,,,token_distance_4096,preference_change,,exact_match,16.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_16384,,,token_distance_4096,preference_change,,f1,16.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_16384,,,token_distance_4096,preference_incongruity,,exact_match,83.33,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_16384,,,token_distance_4096,preference_incongruity,,f1,90.28,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_16384,,,token_distance_8192,preference_change,,exact_match,8.33,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_16384,,,token_distance_8192,preference_change,,f1,11.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_16384,,,token_distance_8192,preference_incongruity,,exact_match,91.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_16384,,,token_distance_8192,preference_incongruity,,f1,95.83,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_4096,,,delayed_probe,preference_change,,exact_match,41.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_4096,,,delayed_probe,preference_change,,f1,41.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_4096,,,delayed_probe,preference_incongruity,,exact_match,100.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_4096,,,delayed_probe,preference_incongruity,,f1,100.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_4096,,,post_update,preference_change,,exact_match,66.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_4096,,,post_update,preference_change,,f1,70.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_4096,,,post_update,preference_incongruity,,exact_match,66.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_4096,,,post_update,preference_incongruity,,f1,79.17,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_4096,,,pre_update,preference_change,,exact_match,91.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_4096,,,pre_update,preference_change,,f1,91.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_4096,,,pre_update,preference_incongruity,,exact_match,91.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_4096,,,pre_update,preference_incongruity,,f1,91.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_4096,,,token_distance_4096,preference_change,,exact_match,8.33,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_4096,,,token_distance_4096,preference_change,,f1,12.50,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_4096,,,token_distance_4096,preference_incongruity,,exact_match,66.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_4096,,,token_distance_4096,preference_incongruity,,f1,66.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_4096,,,token_distance_8192,preference_change,,exact_match,0.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_4096,,,token_distance_8192,preference_change,,f1,0.00,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_4096,,,token_distance_8192,preference_incongruity,,exact_match,91.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_condition_query_family,structured_memory_4096,,,token_distance_8192,preference_incongruity,,f1,91.67,,,,12,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,graphiti_memory_16384,,,,preference_change,,exact_match,35.00,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,graphiti_memory_16384,,,,preference_change,,f1,35.00,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,graphiti_memory_16384,,,,preference_incongruity,,exact_match,70.00,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,graphiti_memory_16384,,,,preference_incongruity,,f1,80.83,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,graphiti_memory_4096,,,,preference_change,,exact_match,38.33,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,graphiti_memory_4096,,,,preference_change,,f1,39.83,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,graphiti_memory_4096,,,,preference_incongruity,,exact_match,43.33,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,graphiti_memory_4096,,,,preference_incongruity,,f1,54.72,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,hybrid_kg_memory_16384,,,,preference_change,,exact_match,45.00,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,hybrid_kg_memory_16384,,,,preference_change,,f1,46.14,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,hybrid_kg_memory_16384,,,,preference_incongruity,,exact_match,98.33,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,hybrid_kg_memory_16384,,,,preference_incongruity,,f1,99.00,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,hybrid_kg_memory_4096,,,,preference_change,,exact_match,40.00,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,hybrid_kg_memory_4096,,,,preference_change,,f1,43.50,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,hybrid_kg_memory_4096,,,,preference_incongruity,,exact_match,98.33,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,hybrid_kg_memory_4096,,,,preference_incongruity,,f1,98.89,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,sliding_context_16384,,,,preference_change,,exact_match,35.00,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,sliding_context_16384,,,,preference_change,,f1,35.67,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,sliding_context_16384,,,,preference_incongruity,,exact_match,65.00,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,sliding_context_16384,,,,preference_incongruity,,f1,75.61,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,sliding_context_4096,,,,preference_change,,exact_match,33.33,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,sliding_context_4096,,,,preference_change,,f1,34.83,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,sliding_context_4096,,,,preference_incongruity,,exact_match,31.67,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,sliding_context_4096,,,,preference_incongruity,,f1,36.83,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,structured_memory_16384,,,,preference_change,,exact_match,35.00,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,structured_memory_16384,,,,preference_change,,f1,35.67,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,structured_memory_16384,,,,preference_incongruity,,exact_match,86.67,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,structured_memory_16384,,,,preference_incongruity,,f1,92.33,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,structured_memory_4096,,,,preference_change,,exact_match,41.67,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,structured_memory_4096,,,,preference_change,,f1,43.17,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,structured_memory_4096,,,,preference_incongruity,,exact_match,83.33,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,A,by_arm_query_family,structured_memory_4096,,,,preference_incongruity,,f1,85.83,,,,60,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,B,by_arm,graphiti_memory_16384,,,,,,exact_match,58.33,,,,120,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,B,by_arm,graphiti_memory_16384,,,,,,f1,61.64,,,,120,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,B,by_arm,graphiti_memory_4096,,,,,,exact_match,40.00,,,,120,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,B,by_arm,graphiti_memory_4096,,,,,,f1,48.15,,,,120,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,B,by_arm,hybrid_kg_memory_16384,,,,,,exact_match,66.67,,,,120,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,B,by_arm,hybrid_kg_memory_16384,,,,,,f1,67.92,,,,120,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,B,by_arm,hybrid_kg_memory_4096,,,,,,exact_match,65.83,,,,120,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,B,by_arm,hybrid_kg_memory_4096,,,,,,f1,68.86,,,,120,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,B,by_arm,sliding_context_16384,,,,,,exact_match,55.83,,,,120,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,B,by_arm,sliding_context_16384,,,,,,f1,59.19,,,,120,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,B,by_arm,sliding_context_4096,,,,,,exact_match,28.33,,,,120,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,B,by_arm,sliding_context_4096,,,,,,f1,31.44,,,,120,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,B,by_arm,structured_memory_16384,,,,,,exact_match,63.33,,,,120,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,B,by_arm,structured_memory_16384,,,,,,f1,65.19,,,,120,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,B,by_arm,structured_memory_4096,,,,,,exact_match,59.17,,,,120,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,B,by_arm,structured_memory_4096,,,,,,f1,61.03,,,,120,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,B,by_arm_condition,graphiti_memory_16384,,,delayed_probe,,,exact_match,25.00,,,,24,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,B,by_arm_condition,graphiti_memory_16384,,,delayed_probe,,,f1,31.25,,,,24,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,B,by_arm_condition,graphiti_memory_16384,,,post_update,,,exact_match,62.50,,,,24,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,B,by_arm_condition,graphiti_memory_16384,,,post_update,,,f1,68.33,,,,24,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,B,by_arm_condition,graphiti_memory_16384,,,pre_update,,,exact_match,91.67,,,,24,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
absolute,matched_eight_arm,B,by_arm_condition,graphiti_memory_16384,,,pre_update,,,f1,91.67,,,,24,12,,,results/persona_joint_kimi_ab_a100_build1/analysis/analysis.json
